,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,cluster_genres,cluster_attributs,artist_track
895,73CKjW3vsUXRpy3NnX4H7F,Radiohead,The Bends,Fake plastic trees,72,290706,False,0.463,0.229,2,-12.592,1,0.0297,0.167,0.0997,0.202,0.135,73.543,4,alt-rock,23,6,Radiohead - Fake plastic trees
915,5Az8KU81g2aLBbJN67F2CI,Young The Giant,Mind Over Matter,Mind over matter,71,244693,False,0.466,0.763,0,-4.448,1,0.0318,0.000501,0.0,0.0973,0.293,154.914,4,alt-rock,23,2,Young The Giant - Mind over matter
916,2t0wwvR15fc3K1ey8OiOaN,The Strokes,The New Abnormal,Selfless,71,222093,False,0.538,0.679,4,-4.297,1,0.0333,0.191,0.00175,0.0889,0.0888,121.99,4,alt-rock,23,2,The Strokes - Selfless
920,1jq28NGw6wdtFKx8MBPy6C,Nickelback,Dark Horse,Burn it to the ground,73,212346,False,0.617,0.922,11,-3.474,1,0.0744,0.000247,0.388,0.363,0.6,132.059,4,alt-rock,23,2,Nickelback - Burn it to the ground
921,2EoOZnxNgtmZaD8uUmz2nD,Soundgarden,Superunknown (Deluxe Edition),Black hole sun,77,318586,False,0.35,0.828,6,-5.373,1,0.041,0.000217,0.000161,0.0774,0.147,105.435,4,alt-rock,23,2,Soundgarden - Black hole sun
922,55yvzYuvJYG2RUEnMK78tr,Nirvana,Nirvana,About a girl,74,166640,False,0.409,0.932,11,-4.538,0,0.0339,1.87e-05,1.6e-06,0.31,0.591,131.761,4,alt-rock,23,3,Nirvana - About a girl
924,6TfBA04WJ3X1d1wXhaCFVT,The Offspring,"Rise And Fall, Rage And Grace","You're gonna go far, kid",81,177826,True,0.55,0.917,0,-3.159,1,0.0638,0.00428,0.0,0.197,0.601,126.115,4,alt-rock,23,5,"The Offspring - You're gonna go far, kid"
948,40gvh6jP5qxMJuMmF9lG9A,The Neighbourhood,Wiped Out!,Baby came home 2 / valentines,71,390493,False,0.21,0.499,2,-9.754,0,0.0485,0.0687,0.00315,0.773,0.108,74.094,4,alt-rock,23,0,The Neighbourhood - Baby came home 2 / valentines
949,3FtYbEfBqAlGO46NUDQSAt,Mgmt,Oracular Spectacular,Electric feel,77,229640,False,0.763,0.803,1,-3.713,1,0.0351,0.0709,0.285,0.348,0.561,103.04,3,alt-rock,23,2,Mgmt - Electric feel
952,4BggEwLhGfrbrl7JBhC8EC,Crazy Town,The Gift Of Game,Butterfly,73,216733,False,0.736,0.811,9,-4.17,0,0.081,0.00132,0.000142,0.107,0.609,103.502,4,alt-rock,23,3,Crazy Town - Butterfly
957,40LQiUUUKXVGyNs09lHVjW,Hinder,Extreme Behavior,Lips of an angel,73,261853,False,0.476,0.736,2,-5.38,1,0.0343,0.0217,1.08e-06,0.203,0.251,129.084,4,alt-rock,23,2,Hinder - Lips of an angel
958,0z1o5L7HJx562xZSATcIpY,Radiohead,OK Computer,Exit music (for a film),73,267186,False,0.293,0.276,4,-11.357,0,0.0349,0.224,0.122,0.167,0.195,121.603,4,alt-rock,23,6,Radiohead - Exit music
959,6GG73Jik4jUlQCkKg9JuGO,Jimmy Eat World,Bleed American,The middle,81,165853,False,0.643,0.849,2,-5.428,1,0.0526,0.0371,0.0,0.058,0.903,162.152,4,alt-rock,23,2,Jimmy Eat World - The middle
960,4wajJ1o7jWIg62YqpkHC7S,Radiohead,In Rainbows,Weird fishes/ arpeggi,71,318186,False,0.531,0.61,11,-8.025,0,0.0387,0.772,0.756,0.0908,0.199,152.958,4,alt-rock,23,1,Radiohead - Weird fishes/ arpeggi
961,1UqhkbzB1kuFwt2iy4h29Q,Young The Giant,Young The Giant (Special Edition),Cough syrup,71,249520,False,0.534,0.721,11,-7.307,0,0.0417,0.0343,6.24e-06,0.115,0.225,128.978,3,alt-rock,23,3,Young The Giant - Cough syrup
962,10Nmj3JCNoMeBQ87uw5j8k,Red Hot Chili Peppers,Stadium Arcadium,Dani california,78,282160,False,0.556,0.913,0,-2.36,1,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,4,alt-rock,23,2,Red Hot Chili Peppers - Dani california
965,3zwmW1gM4E8FlHXV5nE16u,Audioslave,Out of Exile,Be yourself,72,278973,False,0.423,0.845,11,-3.509,0,0.0559,0.143,5.07e-06,0.213,0.317,116.602,4,alt-rock,23,3,Audioslave - Be yourself
966,1FTSo4v6BOZH9QxKc3MbVM,Blur,Blur (Special Edition),Song 2 - 2012 remaster,78,121160,False,0.674,0.789,8,-6.903,1,0.0676,0.00178,0.00708,0.0753,0.918,129.802,4,alt-rock,23,2,Blur - Song 2 - 2012 remaster
994,20I8RduZC2PWMWTDCZuuAN,Franz Ferdinand,Franz Ferdinand,Take me out,79,237026,False,0.277,0.663,4,-8.821,0,0.0377,0.000409,0.00051,0.136,0.527,104.561,4,alt-rock,23,3,Franz Ferdinand - Take me out
995,5Xak5fmy089t0FYmh3VJiY,Pearl Jam,Ten,Black,74,342653,False,0.36,0.684,4,-6.457,0,0.0308,0.323,0.0,0.34,0.2,77.15,4,alt-rock,23,3,Pearl Jam - Black
996,1L94M3KIu7QluZe63g64rv,Pearl Jam,Ten,Alive,76,340907,False,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,4,alt-rock,23,3,Pearl Jam - Alive
999,51TG9W3y9qyO8BY5RXKgnZ,Megadeth,Countdown To Extinction,Symphony of destruction,74,246733,False,0.61,0.891,4,-5.452,0,0.0587,0.000805,0.0928,0.0657,0.51,139.903,4,alt-rock,23,3,Megadeth - Symphony of destruction
1014,0QnONzv3TvHAWk294h6DaQ,Pearl Jam,Last Kiss,Last kiss,71,195466,False,0.622,0.692,7,-6.97,1,0.0276,0.363,0.000158,0.193,0.774,112.053,4,alt-rock,23,2,Pearl Jam - Last kiss
1020,7nnWIPM5hwE3DaUBkvOIpy,Incubus,Make Yourself,Drive,75,232453,False,0.645,0.792,4,-7.34,0,0.036,0.0562,0.0121,0.119,0.666,90.565,4,alt-rock,23,3,Incubus - Drive
1022,7kzKAuUzOITUauHAhoMoxA,The Strokes,Is This It,Last nite,74,193506,False,0.624,0.91,0,-5.703,1,0.0297,0.0285,0.000198,0.0789,0.767,104.042,4,alt-rock,23,2,The Strokes - Last nite
1023,6urCAbunOQI4bLhmGpX7iS,No Doubt,Tragic Kingdom,Don't speak,77,263560,False,0.52,0.709,5,-7.125,0,0.0352,0.247,1.78e-05,0.18,0.536,76.039,4,alt-rock,23,3,No Doubt - Don't speak
1024,1sTsuZTdANkiFd7T34H3nb,The Killers,Day & Age (Bonus Tracks),Human,75,245373,False,0.557,0.8,10,-8.477,1,0.0601,0.00132,0.0012,0.0906,0.582,135.47,4,alt-rock,23,2,The Killers - Human
1025,6PwjJ58I4t7Mae9xfZ9l9v,The Killers,Hot Fuss,Somebody told me,78,197200,False,0.497,0.97,10,-4.851,0,0.0836,9.04e-05,0.000674,0.101,0.689,138.081,4,alt-rock,23,3,The Killers - Somebody told me
1026,1Ic9pKxGSJGM0LKeqf6lGe,Nirvana,In Utero - 20th Anniversary Remaster,All apologies,72,233173,False,0.446,0.632,1,-12.197,1,0.034,0.0793,0.000266,0.0881,0.359,113.176,4,alt-rock,23,2,Nirvana - All apologies
1033,2VSbEXqs6NbNiZSTcHlIDR,Creed,Weathered,My sacrifice,71,294600,False,0.32,0.88,2,-6.035,1,0.0504,0.000101,4.31e-06,0.076,0.257,146.349,4,alt-rock,23,2,Creed - My sacrifice
1034,56sk7jBpZV0CD31G9hEU3b,Three Days Grace,One-X,Animal i have become,74,231400,False,0.553,0.853,8,-3.668,1,0.0339,0.000684,0.0,0.126,0.506,122.023,4,alt-rock,23,2,Three Days Grace - Animal i have become
1061,5awDvzxWfd53SSrsRZ8pXO,Rammstein,Sehnsucht,Du hast,75,234226,False,0.64,0.922,9,-6.283,0,0.0385,0.00369,0.055,0.332,0.716,125.105,4,alt-rock,23,3,Rammstein - Du hast
1065,37mfTcSlX60JtAvAETytGs,I Dont Know How But They Found Me,Choke,Choke,71,195717,False,0.516,0.85,4,-3.909,0,0.0706,0.00139,0.0,0.296,0.583,120.324,4,alt-rock,23,3,I Dont Know How But They Found Me - Choke
1068,57Xjny5yNzAcsxnusKmAfA,The Strokes,Room On Fire,Reptilia,75,219826,False,0.489,0.649,9,-5.11,1,0.0336,0.000603,0.713,0.101,0.77,158.009,4,alt-rock,23,2,The Strokes - Reptilia
1070,5Rizj5FLb2AyNKu9esjYY6,Nirvana,In Utero - 20th Anniversary - Deluxe Edition,Rape me,71,170000,False,0.42,0.746,8,-10.628,1,0.0467,0.0141,0.0,0.0661,0.229,111.886,4,alt-rock,23,2,Nirvana - Rape me
1071,1RTYixE1DD3g3upEpmCJpa,Black Veil Brides,Wretched and Divine: The Story Of The Wild Ones,In the end,71,228280,False,0.442,0.939,8,-4.18,1,0.0941,0.000183,0.00589,0.0857,0.27,140.021,4,alt-rock,23,2,Black Veil Brides - In the end
1072,06WUUNf7q18NZfjIsQFsfa,Slayer,Repentless,Delusions of saviour,73,115413,False,0.223,0.805,8,-8.969,1,0.037,0.000179,0.814,0.0849,0.25,168.165,4,alt-rock,23,1,Slayer - Delusions of saviour
1075,4EchqUKQ3qAQuRNKmeIpnf,The Offspring,Americana,The kids aren't alright,81,180160,False,0.523,0.943,1,-4.203,1,0.0337,0.00704,3.81e-05,0.0579,0.766,99.607,4,alt-rock,23,2,The Offspring - The kids aren't alright
1108,5OQsiBsky2k2kDKy2bX2eT,Foo Fighters,There Is Nothing Left To Lose,Learn to fly,77,235293,False,0.465,0.919,4,-4.025,1,0.0408,1.83e-05,2.07e-05,0.262,0.537,135.997,4,alt-rock,23,2,Foo Fighters - Learn to fly
1139,51c94ac31swyDQj9B3Lzs3,Deftones,White Pony,Change (in the house of flies),77,299533,False,0.269,0.853,7,-4.647,0,0.0854,0.000249,0.000246,0.118,0.179,141.581,4,alt-rock,23,3,Deftones - Change
1140,3YuaBvuZqcwN3CEAyyoaei,Audioslave,Audioslave,Like a stone,78,293960,False,0.614,0.568,7,-5.477,0,0.0276,0.00797,0.0,0.0997,0.516,107.849,4,alt-rock,23,3,Audioslave - Like a stone
1142,5FZxsHWIvUsmSK1IAvm2pp,Foo Fighters,In Your Honor,Best of you,76,255626,False,0.366,0.94,1,-5.119,0,0.0696,0.000769,9.42e-05,0.188,0.369,130.198,4,alt-rock,23,3,Foo Fighters - Best of you
1150,3IyCL4Em1GOpNGDf451Hg1,The Struts,Everybody Wants,Could have been me,71,187653,False,0.541,0.907,4,-4.512,1,0.0642,0.0158,0.000185,0.34,0.434,80.029,4,alt-rock,23,2,The Struts - Could have been me
1156,7fcfNW0XxTWlwVlftzfDOR,Pantera,Vulgar Display of Power,Walk,74,315120,True,0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,4,alt-rock,23,5,Pantera - Walk
1184,2JuasWPUodaUxf5nwNpciQ,Alice In Chains,Jar Of Flies,Nutshell,71,259200,False,0.384,0.561,3,-10.059,0,0.0296,0.373,0.253,0.0775,0.159,136.136,3,alt-rock,23,6,Alice In Chains - Nutshell
1200,27L8sESb3KR79asDUBu8nW,Fountains Of Wayne,Welcome Interstate Managers,Stacy's mom,76,197986,False,0.774,0.75,11,-4.927,0,0.0412,0.00207,1.78e-05,0.0808,0.927,118.015,4,alt-rock,23,3,Fountains Of Wayne - Stacy's mom
1210,6gZVQvQZOFpzIy3HblJ20F,Alice In Chains,Facelift,Man in the box,75,285200,True,0.355,0.791,8,-7.565,1,0.0453,0.00045,0.0,0.0969,0.758,106.392,4,alt-rock,23,5,Alice In Chains - Man in the box
1230,4iG2gAwKXsOcijVaVXzRPW,Mgmt,Oracular Spectacular,Time to pretend,72,261000,True,0.438,0.94,2,-3.249,1,0.0452,8.74e-05,0.0777,0.3,0.421,100.99,3,alt-rock,23,5,Mgmt - Time to pretend
1231,4dyx5SzxPPaD8xQIid5Wjj,Peter Bjorn And John,Writer's Block,Young folks,76,276693,False,0.699,0.812,0,-6.005,1,0.0377,0.0164,0.000763,0.105,0.662,138.185,4,alt-rock,23,2,Peter Bjorn And John - Young folks
1232,70wYA8oYHoMzhRRkARoMhU,The Killers,Sam's Town,When you were young,77,220426,False,0.467,0.988,11,-3.313,1,0.112,0.000152,0.0484,0.28,0.321,130.433,4,alt-rock,23,2,The Killers - When you were young
1233,3gVhsZtseYtY1fMuyYq06F,Rammstein,Mutter,Sonne,74,272440,False,0.51,0.917,4,-4.806,0,0.0854,0.0054,0.000133,0.396,0.313,75.098,4,alt-rock,23,3,Rammstein - Sonne
1235,1f2V8U1BiWaC9aJWmpOARe,Red Hot Chili Peppers,By the Way (Deluxe Edition),By the way,75,216933,False,0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444,4,alt-rock,23,2,Red Hot Chili Peppers - By the way
1236,6QewNVIDKdSl8Y3ycuHIei,Pearl Jam,Ten,Even flow,76,292580,False,0.394,0.944,10,-6.506,0,0.0761,0.00178,4.54e-06,0.298,0.265,105.338,4,alt-rock,23,3,Pearl Jam - Even flow
1237,0tZ3mElWcr74OOhKEiNz1x,Rage Against The Machine,Evil Empire,Bulls on parade,75,229466,True,0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367,4,alt-rock,23,5,Rage Against The Machine - Bulls on parade
1239,2bPGTMB5sFfFYQ2YvSmup0,Rammstein,Rammstein,Deutschland,77,322339,False,0.521,0.895,7,-5.242,1,0.0442,5.54e-05,0.349,0.0985,0.237,120.117,4,alt-rock,23,2,Rammstein - Deutschland
1276,5E30LdtzQTGqRvNd7l6kG5,The Neighbourhood,Wiped Out!,Daddy issues,87,260173,False,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,4,alternative,23,2,The Neighbourhood - Daddy issues
1277,09gysnJpfQ3ublBmJDfcEC,"Amaarae, Kali Uchis, Moliy",SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Sad girlz luv money remix (feat. kali uchis and moliy),79,204763,True,0.87,0.523,1,-8.052,0,0.0602,0.433,2.07e-05,0.113,0.319,110.02,4,alternative,23,5,"Amaarae, Kali Uchis, Moliy - Sad girlz luv money remix"
1278,2K7xn816oNHJZ0aVqdQsha,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,Softcore,86,206280,False,0.575,0.568,9,-5.509,0,0.03,0.0484,0.000417,0.286,0.37,93.986,4,alternative,23,3,The Neighbourhood - Softcore
1279,2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,I Love You.,Sweater weather,93,240400,False,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4,alternative,23,2,The Neighbourhood - Sweater weather
1280,4fouWK6XVHhzl78KzQ1UjL,Gayle,abcdefu,Abcdefu,86,168601,True,0.695,0.54,4,-5.692,1,0.0493,0.299,0.0,0.367,0.415,121.932,4,alternative,23,5,Gayle - Abcdefu
1281,07MDkzWARZaLEdKxo6yArG,"The Anxiety, Willow, Tyler Cole",THE ANXIETY,Meet me at our spot,81,162680,True,0.773,0.47,2,-7.93,1,0.0299,0.0153,0.000193,0.0851,0.399,94.995,4,alternative,23,5,"The Anxiety, Willow, Tyler Cole - Meet me at our spot"
1282,60a0Rd6pjrkxjPbaKzXjfq,Linkin Park,Hybrid Theory (Bonus Edition),In the end,85,216880,False,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,4,alternative,23,3,Linkin Park - In the end
1283,2nLtzopw4rPReszdYBJU6h,Linkin Park,Meteora,Numb,83,185586,False,0.496,0.863,9,-4.153,1,0.0381,0.0046,0.0,0.639,0.243,110.018,4,alternative,23,2,Linkin Park - Numb
1284,7BoobGhD4x5K96Me0hqC8Q,Bella Poarch,Build a Bitch,Build a bitch,76,122772,True,0.855,0.463,3,-7.454,1,0.0367,0.217,1.77e-05,0.347,0.866,102.931,4,alternative,23,5,Bella Poarch - Build a bitch
1285,0eu4C55hL6x29mmeAjytzC,Oliver Tree,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",Life goes on,79,161803,False,0.7,0.49,0,-5.187,1,0.076,0.186,0.0,0.117,0.569,79.982,4,alternative,23,2,Oliver Tree - Life goes on
1287,6rrKbzJGGDlSZgLphopS49,The Score,ATLAS,Unstoppable,73,192106,False,0.485,0.843,1,-3.993,0,0.0467,0.00129,1.01e-05,0.14,0.602,78.001,4,alternative,23,3,The Score - Unstoppable
1288,0AUyNF6iFxMNQsNx2nhtrw,Grandson,Blood // Water,Blood // water,75,216720,False,0.51,0.882,8,-5.659,0,0.159,0.00158,0.00206,0.0764,0.653,154.029,4,alternative,23,3,Grandson - Blood // water
1289,2Y0iGXY6m6immVb2ktbseM,Mgmt,Little Dark Age,Little dark age,83,299960,False,0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,4,alternative,23,2,Mgmt - Little dark age
1290,0y1QJc3SJVPKJ1OvFmFqe6,Kaleo,A/B,Way down we go,78,213706,False,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,4,alternative,23,3,Kaleo - Way down we go
1291,4gHnSNHs8RyVukKoWdS99f,Nirvana,Nevermind (Remastered),Something in the way,76,232146,False,0.427,0.201,8,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218,4,alternative,23,6,Nirvana - Something in the way
1293,4kbj5MwxO1bq9wjT5g9HaA,Walk The Moon,TALKING IS HARD,Shut up and dance,83,199080,False,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,4,alternative,23,2,Walk The Moon - Shut up and dance
1294,4CeeEOM32jQcH3eN9Q2dGj,Nirvana,Nevermind (Remastered),Smells like teen spirit,83,301920,False,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,4,alternative,23,2,Nirvana - Smells like teen spirit
1295,7zwn1eykZtZ5LODrf7c0tS,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,You get me so high,83,153000,False,0.551,0.881,7,-6.099,0,0.0542,0.186,0.0791,0.152,0.387,88.036,4,alternative,23,3,The Neighbourhood - You get me so high
1296,22I3h5AOENlH4CqXJsEbFR,"Justine Skye, Tyga",Collide (feat. Tyga),Collide (feat. tyga),75,260169,True,0.418,0.31,11,-9.869,0,0.0625,0.095,0.0,0.216,0.131,139.614,4,alternative,23,5,"Justine Skye, Tyga - Collide"
1297,1r1fPuhj9H4VdXr7OK6FL5,Linkin Park,LIVING THINGS,Castle of glass,73,205400,False,0.615,0.911,1,-3.584,0,0.0278,0.0686,0.00188,0.0908,0.685,108.0,4,alternative,23,3,Linkin Park - Castle of glass
1299,2xql0pid3EUwW38AsywxhV,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,Reflections,80,244013,False,0.648,0.594,11,-7.027,0,0.0293,0.114,0.0462,0.116,0.544,113.983,4,alternative,23,3,The Neighbourhood - Reflections
1300,4m0q0xQ2BNl9SCAGKyfiGZ,The 1975,"I like it when you sleep, for you are so beautiful yet so unaware of it",Somebody else,73,347525,True,0.618,0.793,0,-5.711,1,0.0601,0.204,0.0154,0.126,0.459,101.015,4,alternative,23,5,The 1975 - Somebody else
1303,70LcF31zb1H0PyJoS1Sx1r,Radiohead,Pablo Honey,Creep,85,238640,True,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,4,alternative,23,5,Radiohead - Creep
1304,3SWqGa1J0M7hSBUDM0KePD,The Score,ATLAS,Legend,71,189120,False,0.601,0.757,2,-3.341,1,0.028,0.0139,8.85e-05,0.0727,0.462,82.001,4,alternative,23,2,The Score - Legend
1306,1EQFOouqdKYdpbNoOHRVO2,Gayle,abcdefu (angrier),Abcdefu (angrier),72,159836,True,0.671,0.599,4,-6.18,1,0.0405,0.0658,0.0,0.101,0.448,121.849,3,alternative,23,5,Gayle - Abcdefu
1307,77loZpT5Y5PRP1S451P9Yz,Hoobastank,The Reason (15th Anniversary Deluxe),The reason,81,232800,False,0.472,0.671,4,-4.649,1,0.029,0.0129,0.0,0.159,0.0681,82.952,4,alternative,23,2,Hoobastank - The reason
1308,5Q6fh8OEhBYepJaORz9lxe,"The Neighbourhood, Syd",Daddy Issues (Remix) feat. Syd,Daddy issues (remix) feat. syd,75,181186,False,0.623,0.533,10,-8.164,1,0.0653,0.245,0.00717,0.112,0.247,84.982,4,alternative,23,2,"The Neighbourhood, Syd - Daddy issues  feat. syd"
1309,0COqiPhxzoWICwFCS4eZcp,Evanescence,Fallen,Bring me to life,82,235893,False,0.331,0.943,4,-3.188,0,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,4,alternative,23,3,Evanescence - Bring me to life
1310,73jVPicY2G9YHmzgjk69ae,The 1975,The 1975,Robbers,71,254509,False,0.621,0.692,4,-6.858,1,0.0291,0.000363,1.75e-05,0.335,0.381,99.806,4,alternative,23,2,The 1975 - Robbers
1316,26ZzSLUJMmYp5u1hDELEWH,Crystal Castles,(III),Transgender,76,184760,False,0.522,0.914,7,-8.285,1,0.0379,0.000164,0.847,0.24,0.0364,137.939,3,alternative,23,1,Crystal Castles - Transgender
1318,7oVEtyuv9NBmnytsCIsY5I,Linkin Park,LIVING THINGS,Burn it down,75,230253,False,0.585,0.972,9,-4.45,0,0.0534,0.0143,0.0,0.0707,0.585,110.006,4,alternative,23,3,Linkin Park - Burn it down
1321,2UREu1Y8CO4jXkbvqAtP7g,Skillet,Awake,Monster,77,178013,False,0.64,0.957,8,-2.336,1,0.0741,0.0431,0.0,0.0789,0.692,134.992,4,alternative,23,2,Skillet - Monster
1324,48UPSzbZjgc449aqz8bxox,Red Hot Chili Peppers,Californication (Deluxe Edition),Californication,82,329733,False,0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,4,alternative,23,3,Red Hot Chili Peppers - Californication
1325,3dPQuX8Gs42Y7b454ybpMR,The White Stripes,Elephant,Seven nation army,84,232106,False,0.743,0.446,4,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,4,alternative,23,3,The White Stripes - Seven nation army
1326,10nyNJ6zNy2YVYLrcwLccB,Radiohead,OK Computer,No surprises,82,229120,False,0.255,0.393,5,-10.654,1,0.0278,0.0577,0.00361,0.113,0.118,76.426,4,alternative,23,6,Radiohead - No surprises
1327,6IbnUaczZBT34DhaD6S18F,Marina,Electra Heart (Deluxe),Bubblegum bitch,78,154666,True,0.495,0.856,0,-5.123,0,0.0311,0.000219,0.0,0.103,0.609,158.024,4,alternative,23,5,Marina - Bubblegum bitch
1328,0AOmbw8AwDnwXhHC3OhdVB,Thousand Foot Krutch,The End Is Where We Begin,Courtesy call,72,236898,False,0.531,0.638,11,-5.145,0,0.0809,0.00409,0.0,0.0822,0.445,164.079,4,alternative,23,3,Thousand Foot Krutch - Courtesy call
1330,2u0CelO5c81XS7z3dGpHbS,The Neighbourhood,Wiped Out!,The beach,78,255133,False,0.245,0.64,2,-7.426,0,0.0608,0.131,8.11e-06,0.0766,0.105,135.739,4,alternative,23,3,The Neighbourhood - The beach
1331,0VF7YLIxSQKyNiFL3X6MmN,The Neighbourhood,Chip Chrome & The Mono-Tones (Deluxe),Stargazing,76,217026,False,0.512,0.483,0,-7.798,1,0.0298,0.00304,0.0011,0.12,0.367,160.009,4,alternative,23,2,The Neighbourhood - Stargazing
1332,5SDcksP8En1l6RtTY1wzHc,"Hillsong United, Taya",Zion,Oceans (where feet may fail),71,536000,False,0.264,0.363,2,-10.196,1,0.0338,0.501,0.00406,0.11,0.0613,124.328,4,alternative,23,6,"Hillsong United, Taya - Oceans"
1333,64dLd6rVqDLtkXFYrEUHIU,"Gorillaz, Tame Impala, Bootie Brown",New Gold (feat. Tame Impala and Bootie Brown),New gold (feat. tame impala and bootie brown),82,215149,True,0.695,0.923,1,-3.93,0,0.0522,0.0425,0.0469,0.116,0.551,108.014,3,alternative,23,5,"Gorillaz, Tame Impala, Bootie Brown - New gold"
1334,0uBdQzKghx88d2Lp8SLFKJ,The 1975,I'm In Love With You,I'm in love with you,78,262623,True,0.668,0.902,2,-3.924,1,0.0386,0.169,8.74e-05,0.198,0.913,119.008,4,alternative,23,5,The 1975 - I'm in love with you
1335,0d28khcov6AiegSCpG5TuT,Gorillaz,Demon Days,Feel good inc.,84,222640,False,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,4,alternative,23,2,Gorillaz - Feel good inc.
1336,2DlHlPMa4M17kufBvI2lEN,System Of A Down,Toxicity,Chop suey!,83,210240,False,0.417,0.934,7,-3.908,0,0.119,0.000278,0.0015,0.132,0.287,127.066,4,alternative,23,3,System Of A Down - Chop suey!
1337,003vvx7Niy0yvhvHt4a68B,The Killers,Hot Fuss,Mr. brightside,86,222973,False,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,4,alternative,23,2,The Killers - Mr. brightside
1339,2aibwv5hGXSgw7Yru8IYTO,Red Hot Chili Peppers,Stadium Arcadium,Snow (hey oh),80,334666,False,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,4,alternative,23,2,Red Hot Chili Peppers - Snow
1340,3fjmSxt0PskST13CSdBUFx,Linkin Park,Meteora (Bonus Edition),Somewhere i belong,73,213933,False,0.451,0.951,1,-3.754,1,0.0645,0.00038,2.39e-06,0.261,0.442,162.065,4,alternative,23,2,Linkin Park - Somewhere i belong
1342,3K4HG9evC7dg3N0R9cYqk4,Linkin Park,Hybrid Theory (Bonus Edition),One step closer,78,157333,False,0.492,0.969,9,-4.419,1,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,4,alternative,23,2,Linkin Park - One step closer
1343,4Yf5bqU3NK4kNOypcrLYwU,Linkin Park,Meteora,Faint,77,162600,False,0.554,0.978,4,-3.554,1,0.131,0.111,0.0,0.0731,0.594,135.095,4,alternative,23,2,Linkin Park - Faint
1344,2RsAajgo0g7bMCHxwH3Sk0,Nirvana,Nevermind (Remastered),Come as you are,79,218920,False,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,4,alternative,23,3,Nirvana - Come as you are
1345,0i8JFpqe9cKwnrcvoNgl1L,Skillet,Unleashed,Feel invincible,72,229933,False,0.603,0.886,5,-3.777,0,0.0837,0.00045,0.0,0.26,0.395,126.025,4,alternative,23,3,Skillet - Feel invincible
1346,73vIOb4Q7YN6HeJTbscRx5,"Oliver Tree, Robin Schulz",Miss You,Miss you,87,206000,True,0.587,0.742,6,-6.64,0,0.0529,0.0128,0.00107,0.146,0.199,145.007,4,alternative,23,5,"Oliver Tree, Robin Schulz - Miss you"
1347,0U0ldCRmgCqhVvD6ksG63j,Kavinsky,Nightcall,Nightcall,73,258413,False,0.532,0.874,9,-5.183,0,0.0482,0.00842,0.012,0.452,0.361,91.038,4,alternative,23,3,Kavinsky - Nightcall
1349,14dJexYlvd3t3XAtD1pYW1,The 1975,Being Funny In A Foreign Language,Oh caroline,76,212568,False,0.646,0.85,2,-5.466,1,0.0428,0.363,4.01e-05,0.0994,0.819,96.538,4,alternative,23,2,The 1975 - Oh caroline
1350,7brQHA2CgQpcMBiOlfiXYb,The Neighbourhood,I Love You.,Afraid,77,251186,True,0.464,0.701,6,-5.693,0,0.0411,0.00892,0.309,0.335,0.356,83.996,4,alternative,23,5,The Neighbourhood - Afraid
